题目T1,作者A1,地址AD,年份YR
仿生生物信息可拓数据挖掘研究,洪筠;张波;,吉林大学地面仿生技术教育部重点实验室;长春工程学院管理学院;吉林省产品质量监督检查院;,2009
基于数据仓库的养老保险决策支持系统设计,李建华;李星;,吉林大学管理学院;,2009
基于判定树的项目R&D中的数据挖掘质量测评研究,陆瑶;张杰;冯英俊;,哈尔滨工业大学管理学院;山东科技大学经济管理学院;,2009
基于数据挖掘的Web Archive资源应用分析,吴振新;张智雄;孙志茹;,中国科学院国家科学图书馆;中国科学院研究生院;,2009
基于启发式属性约简和神经网络的供应链协同管理绩效预测,史成东;陈菊红;,西安理工大学工商管理学院;山东理工大学电气与电子工程学院;,2009
网格环境下图书馆服务质量的数据挖掘,赵清霞;,曲阜师范大学日照校区图书馆;,2009
一种新型异构数据信息整合与分析系统的构建,齐艳红;刘亚利;,中山大学图书馆;中山大学生命科学学院;,2009
数据挖掘在高校教务及科研管理中的应用,查东辉;胡致杰;,广东工业大学计算机学院;肇庆科技职业技术学院信息工程系;,2009
基于数据挖掘技术的教学评估智能辅助决策平台的设计与实现,丁卫平;王杰华;管致锦;,南通大学计算机科学与技术学院;,2009
移动学习中使用EM算法的学生聚类分析,张驰;陈刚;王敏娟;王慧敏;,上海交通大学现代远程教育研究发展中心;美国圣地亚哥州立大学教育技术系;,2009
基于关联规则的图书馆读者兴趣度实证分析,邓春林;邹凯;,湘潭大学公共管理学院;,2009
数据挖掘技术在经济统计中的应用探索,辛金国;柯芳;李绍君;夏静波;,杭州电子科技大学管理学院;杭州电子科技大学财经学院;,2009
中文网络客户评论的产品特征挖掘方法研究,李实;叶强;李一军;Rob Law;,哈尔滨工业大学管理学院;香港理工大学;,2009
区域物流资源的最佳利用,张义龙;,东北师范大学城市与环境科学学院;华侨大学商学院;,2009
可视化客户关系管理在烟草行业中的应用,房庆军;周盛世;,青岛理工大学管理学院物流管理教研室;青岛理工大学管理学院;,2009
关于“金税工程”三期税务决策支持系统建设的若干思考,刘若鸿;王应科;,中国人民大学财政金融学院;甘肃省国家税务局;,2009
基于数据挖掘的金融市场风险刻画研究,徐宏忠;符正平;聂广礼;,中山大学管理学院;中国科学院研究生院管理学院;,2009
基于代价敏感性学习的客户价值细分,邹鹏;李一军;郝媛媛;,哈尔滨工业大学管理学院;,2009
数据挖掘中SOM神经网络的聚类方法研究,郭伟业;赵晓丹;庞英智;奇志;,吉林省经济管理干部学院;,2009
数据挖掘在网络教学中的应用,孙玉荣;罗立宇;黄慧华;,中南林业科技大学理学院;湖南工业大学学报编辑部;,2009
从电子剪报到媒体监测——上海图书馆“世博会媒体监测系统”的设计和实现,赵文绮;,上海图书馆;,2009
移动学习中片段式学习资源的设计研究,张驰;陈刚;王敏娟;王慧敏;,上海交通大学现代远程教育研究发展中心;圣地亚哥州立大学教育技术系;,2009
基于SQL Server商业智能的统计决策分析系统,詹学朋;王斌会;,暨南大学经济学院统计系;,2009
基于数据挖掘的特约商户差别分析,杨涛;张成虎;,西安交通大学经济与金融学院;,2009
基于数据仓库的制造企业绩效评价方法分析,周华;张旭梅;邱晗光;,重庆大学经济与工商管理学院;,2009
基于分类回归树算法的上市公司会计信息失真识别研究,张玲;杜庆宣;,湖南大学工商管理学院;,2009
关联规则与图书馆书目推荐,陈定权;朱维凤;,中山大学资讯管理系;,2009
Folksonomies的语义挖掘研究,王翠英;,广东商学院图书馆;,2009
基于人际网络挖掘的企业竞争情报获取研究,钱景怡;张玉峰;,武汉大学信息资源研究中心;,2009
从学科特征考察中国参与科技全球化的进程——基于科学计量学的实证分析,袁军鹏;薛澜;,中国科学技术信息研究所;清华大学公共管理学院;,2009
第29届奥运会奖牌分布的特征研究,苏旸;,首都经济贸易大学统计学院;,2009
基于多维尺度分析的土地科学决策支持系统研究现状分析,韩璐;谢俊奇;,中国地质大学土地科学技术学院;北京市国土资源局;,2009
基于数据挖掘技术的企业知识管理研究,张晓瑞;张少杰;,长春工程学院管理学院;吉林大学管理学院;,2009
企业情报管理工作的规划研究,王道平;杨永芳;夏秀芹;,北京科技大学经济管理学院;,2009
基于数据挖掘的企业关系管理系统构建,李从东;徐志英;,暨南大学管理学院;,2009
基于链接分析的洗钱交易识别研究,张成虎;赵小虎;,西安交通大学经济与金融学院;,2009
金融行业的数据挖掘技术研究,李金迎;詹原瑞;,天津大学管理学院;清华大学公共管理学院;,2009
股票综合评价的符号数据PCA方法,李汶华;郭均鹏;,天津大学管理学院;,2009
第三领域保险的高风险客户甄别研究,谢邦彦;石洋;,首都经济贸易大学统计学院;厦门大学经济学院;,2009
基于商务智能的第三方物流管理研究,孙鸿飞;武慧娟;,东北电力大学经济管理学院;,2009
基于“学习流”的学习过程分析技术及其应用研究,曹晓明;,深圳大学师范学院;,2009
数据挖掘技术在图书馆读者分析中的应用,钱强;李英;,华东理工大学商学院;,2009
国外信息资源管理研究进展及热点分析——基于IRMJ和JASIS的分析,毕强;滕广青;,吉林大学南岭校区管理学院信息管理系;,2009
全媒体竞合背景下的广播电视数字化管理初探,卜希霆;,中国传媒大学;,2009
基于消费行为的市场细分模型构建与验证——以移动通信行业为例,齐丽云;汪克夷;陆英贤;张芳芳;,大连理工大学管理学院;,2009
数据挖掘在老龄人口健康调查中的应用,朱建平;戴颖;谢邦昌;,厦门大学经济学院;台湾辅仁大学统计资讯学系;,2009
基于数据挖掘技术的老年人自我价值感影响因素分析,戴颖;朱建平;刘扬;,厦门大学经济学院;中央财经大学统计学院;,2009
关联分析在篮球技术统计数据分析中的运用,陈健;姚颂平;,陕西师范大学体育学院;上海体育学院学院办公室;,2009
基于Web数据挖掘技术的企业网站客户忠诚度提升模型研究,谭春辉;王俊;,华中师范大学信息管理系;,2009
多单位合作挖掘的隐私保护问题研究,刘松;,广东商学院信息学院;,2009
基于数据挖掘的网络入侵检测系统研究,代红;李海波;,辽宁科技大学;,2009
数字图书馆中用户访问模式挖掘方法研究,张玉峰;吴覃;,武汉大学信息资源研究中心;,2009
情报学硕士研究生学位论文调查研究,王智红;,北京大学信息管理系;,2009
国内科学数据相关研究进展分析,姜晓虹;,广东省科技图书馆;,2009
图书馆网站数据分析研究,赵惠;,湖南图书馆;,2009
国土资源数据整合方案设计及其实现研究,唐健;沈陈华;周国峰;沈继成;,南京师范大学虚拟地理环境教育部重点实验室;南京大学地理与海洋科学学院;常州市国土资源信息中心;,2009
C2C电子商务纠纷对交易评价结果的影响,邵兵家;罗旋;杨海峰;,重庆大学经济与工商管理学院;,2009
数据挖掘在理财产品营销中的应用——以CATI数据为例,谢邦彦;,首都经济贸易大学统计学院;,2009
基于数据挖掘的洗钱交易识别研究,张成虎;赵小虎;,西安交通大学经济与金融学院;,2009
基于竞争情报的企业市场危机预警系统构建研究,李贺;沈旺;国佳;,吉林大学管理学院;,2009
数据挖掘:网上商店客户分析法宝,裴剑平;,浙江机电职业技术学院经贸管理系;,2009
基于贝叶斯分类的可疑金融交易识别研究,张成虎;赵小虎;,西安交通大学经济与金融学院;,2009
房地产投资决策支持系统研究,赵辉;王雪青;喻刚;,天津大学管理学院;,2009
数据挖掘技术在寿险业交叉销售中的应用,王新军;胡曼;,山东大学经济研究院;,2009
基于移动通信信息资源的人口流动趋势研究,智勇;盛昭翰;,南京大学工程管理学院;,2009
基于数据挖掘的高校人才科研指数研究,李锋;葛世伦;尹洁;,江苏科技大学研究生部;江苏科技大学经济管理学院;,2009
数字资源组织与数据挖掘比较分析综述,王丽杰;沈颖;,鲁迅美术学院图书馆;阜新高等专科学校图书馆;,2009
个性化智能网络教学系统中学生模型的研究,孙中红;,鲁东大学现代教育技术教学部;,2009
一种基于RBF人工神经网络的预测方法研究,庞英智;赵晓丹;郭伟业;,吉林省经济管理干部学院;,2009
基于数据挖掘的Web文本不良信息监测模型研究,张玉峰;张婧;,武汉大学信息资源研究中心;,2009
学科知识图谱的绘制及在学科发展监测与评价中的应用,汤建民;,浙江树人大学科学计量学研究中心;,2009
基于联机公共查询目录的读者行为挖掘的个性化智能服务系统构建,张炜;李斌;,扬州大学图书馆;扬州大学信息工程学院;,2009
基于数据仓库的高校图书馆管理的设计与实现,刘晶;,燕山大学图书馆;,2009
数据挖掘技术在电信管理中的应用,齐梅;,太原理工大学计算机与软件学院;,2009
区间型符号数据的因子分析及其应用,李汶华;郭均鹏;高峰;,天津大学管理学院;,2009
数据挖掘在保险业中的应用,谢邦昌;王黎明;,台湾辅仁大学统计资讯学系;厦门大学经济学院;上海财经大学统计学系;,2009
可变精度粗糙集模型在远程开放教育中的应用,吴兵;叶春明;,上海理工大学管理学院;上海电视大学;,2009
关联规则挖掘在DM研究热点演化分析中的应用,刘潇;,暨南大学统计学系;华南理工大学工商管理学院;,2009
基于智能Agent系统的Web数据挖掘系统结构的预取模型,邢国春;姜健;,长春师范学院计算机系;93246部队政治部;,2009
基于读者行为特征的数据挖掘实例,张文华;,东华理工大学图书馆;,2009
基于本体的多层关联知识管理模型研究,田宏;赵京涛;,大连交通大学软件学院;,2009
数据挖掘在体育训练指导中的应用研究,黄谦;石勇1;,西安体育学院;,2009
基于市场营销离群数据挖掘的客户分类模型,刘希宋;李文庆;喻登科;,哈尔滨工程大学经济管理学院;国家核电技术公司;,2009
竞技排球数据挖掘系统的功能与运用,孟范生;项贤林;张忠新;丁海勇;,上海体育学院体育教育训练学院;上海体育学院国际文化交流中心;,2009
我国数据隐私保护策略的探索与研究,杨丽华;钱洁;,湖北汽车工业学院信息管理系;,2009
社会网络关系数据智能采集系统的设计与实现——基于Web数据挖掘原理,张小飞;蔡亚萍;刘威;,南京师范大学Web数据挖掘实验室;,2009
基于关联规则和Multi-Agent的个性化信息推荐系统研究,沈思;,西安科技大学图书馆;,2009
RSS在数字图书馆个性化服务中的应用及存在的问题,张建中;刘子辉;,中南大学;,2009
基于KANO模型的客户隐性知识的显性化方法及应用,孟庆良;邹农基;陈晓君;倪自银;,江苏科技大学;盐城工学院;,2009
关于电子商务混合销售产品模型设计,毛艳春;王瑾;,中国矿业大学;河南理工大学;,2009
语音合成中的语言学计算模型:现状及展望,朱维彬;,北京交通大学;,2009
需求和供给视角下旅游产业潜力影响因素研究,冯学钢;王琼英;于秋阳;,华东师范大学商学院;浙江树人大学商学院;,2009
空间计量经济学研究的最新进展,杨开忠;冯等田;沈体雁;,北京大学政府管理学院;,2009
数据驱动的研究路径在英美文化教学中的应用,王勇;杨晶;,山东大学;山东建筑大学;,2009
基于Web的模型驱动决策支持系统描述框架,郭四海;冯珊;周凯波;,华中科技大学控制科学与工程系;武汉理工大学自动化学院;,2009
关于开放型语料库翻译教学的思考,罗选民;刘彬;,清华大学外语系;长沙理工大学外国语学院;,2009
对信息技术环境下外语教学模式的再思考——以DDL为例,陈坚林;史光孝;,上海外国语大学中国外语战略研究中心;上海外国语大学研究生部;哈尔滨工业大学威海校区;,2009
基于语料库的科技论文英文摘要的人称代词与语态研究,陆元雯;,上海交通大学外国语学院语言文字工程研究所;,2009
试论人类学习的本质与机器学习,张晓荣;,北京师范大学哲学与社会学学院;,2009
LS-SVM的一种参数优选方法及混沌时间序列预测,王海龙;周辉仁;宗蕴;刘春霞;,天津大学系统工程研究所;济南热电有限公司;,2009
基于Ontology的信息抽取技术方法分析,洪娜;张智雄;刘建华;,中国科学院国家科学图书馆;中国科学院研究生院;,2009
用户建模算法的适应性及多算法用户建模研究,李广健;周浩;,北京大学信息管理系;北京师范大学管理学院;,2009
基于SVM的高新技术企业财务危机预警研究,朱发根;刘拓;傅毓维;,哈尔滨工程大学经济管理学院;,2009
从产品评论中挖掘观点:原理与算法分析,余传明;,上海理工大学管理学院;,2009
基于CBR的双语语境知识表征系统研究,牛书杰;李红;,重庆大学语言认知及语言应用研究基地;,2009
